vin,start_date,part_number,vendor_name,quantity,price
40ZV2CDNP4T119176,5/7/2021,NM-ICS0159,Zathunicon,1,46.97
40ZV2CDNP4T119176,5/7/2021,TP-BAEW0040,Finhigh,2,10.66
40ZV2CDNP4T119176,5/7/2021,TP-PACBS0180,Betatech,1,45.07
40ZV2CDNP4T119176,5/26/2021,FH-BAE0007,Plexzap,1,29.54
40ZV2CDNP4T119176,5/26/2021,FH-EAES0098,Zathunicon,2,44.1
40ZV2CDNP4T119176,5/26/2021,FH-PACBS0177,Toughzap,2,71.03
40ZV2CDNP4T119176,6/26/2021,BH-BAE0016,Funholding,3,13.55
40ZV2CDNP4T119176,6/26/2021,BH-EAES0099,Funholding,2,73.43
40ZV2CDNP4T119176,6/26/2021,NM-EAEESS0053,Blackzim,4,69.77
40ZV2CDNP4T119176,6/26/2021,NM-PACBS0167,Finhigh,4,11.16
40ZV2CDNP4T119176,6/26/2021,ZN-BAE0014,Nam-zim,2,43.2
40ZV2CDNP4T119176,8/11/2021,BH-EAESS0116,Plexzap,4,5.76
40ZV2CDNP4T119176,8/19/2021,BH-BAE0001,Plexzap,1,10.77
40ZV2CDNP4T119176,8/19/2021,BH-EAEWH0131,Funholding,4,67.53
40ZV2CDNP4T119176,8/19/2021,BH-PACBS0198,Betatech,4,16.79
40ZV2CDNP4T119176,8/19/2021,TP-BAEW0036,Plexzap,2,60.14
40ZV2CDNP4T119176,9/5/2021,PP-EAEIS0076,Finhigh,3,46.35
40ZV2CDNP4T119176,9/5/2021,PP-EAEM0142,Funholding,3,74.29
4AO3LKJSBVK865142,6/10/2021,FH-BAE0004,Toughzap,1,51.77
4AO3LKJSBVK865142,6/10/2021,FH-BAED0025,Zathunicon,2,77.13
4AO3LKJSBVK865142,6/10/2021,NM-BAED0027,Zathunicon,1,70.47
4AO3LKJSBVK865142,6/10/2021,NM-EAEM0136,Funholding,1,84.51
4AO3LKJSBVK865142,6/10/2021,TP-EAES0100,Funholding,2,85.11
4AO3LKJSBVK865142,6/10/2021,TP-EAES0126,Funholding,4,4.65
4AO3LKJSBVK865142,6/10/2021,ZN-EAEESS0057,Betatech,4,0.13
4AO3LKJSBVK865142,6/10/2021,ZN-EAEGAM0068,Betatech,1,60.41
4AO3LKJSBVK865142,7/1/2021,BH-EAEM0146,Zathunicon,1,57.92
4AO3LKJSBVK865142,7/1/2021,ZN-EAEWH0128,Funholding,2,16.69
4AO3LKJSBVK865142,7/1/2021,ZN-ICS0156,Funholding,4,65.56
4AO3LKJSBVK865142,7/20/2021,BH-EAEM0140,Betatech,4,32.45
4AO3LKJSBVK865142,7/20/2021,BH-EAES0127,Zathunicon,2,71.11
4AO3LKJSBVK865142,7/20/2021,BH-PACBS0175,Toughzap,4,69.5
4AO3LKJSBVK865142,7/20/2021,TP-BAE0017,Plexzap,2,101.55
4AO3LKJSBVK865142,7/20/2021,TP-PACBS0196,Zathunicon,3,85.25
4AO3LKJSBVK865142,7/30/2021,BM-EAEM0148,Funholding,3,10.33
4AO3LKJSBVK865142,7/30/2021,PP-EAES0099,Toughzap,2,99.41
4AO3LKJSBVK865142,7/30/2021,TP-EAEM0146,Nam-zim,3,35.51
4AO3LKJSBVK865142,7/30/2021,TP-EAES0107,Finhigh,1,37.55
4AO3LKJSBVK865142,7/30/2021,ZN-10141,Plexzap,3,112.45
4AO3LKJSBVK865142,7/30/2021,ZN-PACBS0193,Blackzim,3,76.41
4AO3LKJSBVK865142,8/28/2021,FG-EAEM0150,Finhigh,2,75.95
4AO3LKJSBVK865142,8/28/2021,FG-ICS0156,Toughzap,4,50.88
4JT7M5DVI8N560897,6/23/2021,BM-EAEAD0047,Nam-zim,4,1.12
4JT7M5DVI8N560897,6/23/2021,BM-PACBS0166,Funholding,4,26.26
4JT7M5DVI8N560897,6/23/2021,TP-10141,Betatech,4,20.52
4JT7M5DVI8N560897,6/23/2021,TP-EAEGAM0066,Finhigh,3,34.8
4M0LNVY3QN7194734,7/26/2020,BM-BAE0021,Plexzap,1,43.59
4M0LNVY3QN7194734,7/26/2020,BM-EAEWH0128,Nam-zim,2,66.4
4M0LNVY3QN7194734,7/26/2020,BM-PACBS0167,Betatech,3,18.88
4M0LNVY3QN7194734,7/26/2020,BM-PACBS0177,Finhigh,1,43.24
4M0LNVY3QN7194734,7/26/2020,NM-EAEGAM0071,Plexzap,1,84.32
4M0LNVY3QN7194734,7/26/2020,NM-EAES0108,Blackzim,3,89.37
4M0LNVY3QN7194734,7/26/2020,NM-ICS0161,Zathunicon,2,65.91
4M0LNVY3QN7194734,7/26/2020,PP-EAEM0143,Finhigh,4,73.25
4M0LNVY3QN7194734,7/26/2020,TP-PACBS0169,Nam-zim,2,70.38
4M0LNVY3QN7194734,7/26/2020,TP-PACBS0195,Funholding,2,41.25
4M0LNVY3QN7194734,10/13/2020,BH-EAEESS0057,Betatech,4,1.98
4M0LNVY3QN7194734,10/13/2020,BH-PACBS0168,Finhigh,1,27.52
4M0LNVY3QN7194734,10/13/2020,BH-PACBS0185,Blackzim,4,68.02
4M0LNVY3QN7194734,10/13/2020,BM-EAEGAM0073,Plexzap,4,72.03
4M0LNVY3QN7194734,10/13/2020,BM-EAEIS0078,Nam-zim,2,40.81
4M0LNVY3QN7194734,10/13/2020,PP-EAECS0050,Betatech,3,26.69
4M0LNVY3QN7194734,10/13/2020,PP-EAECS0052,Betatech,1,15.9
4M0LNVY3QN7194734,2/26/2021,FH-BAEW0036,Blackzim,2,39.71
4M0LNVY3QN7194734,2/26/2021,FH-PACBS0179,Funholding,4,21.78
4M0LNVY3QN7194734,2/26/2021,NM-EAEESS0059,Plexzap,3,87.15
4M0LNVY3QN7194734,8/14/2021,FH-EAELASS0084,Betatech,4,60.31
4M0LNVY3QN7194734,9/4/2021,FG-BAED0030,Finhigh,4,13.29
4M0LNVY3QN7194734,9/4/2021,FG-EAEESS0057,Betatech,2,73.47
4M0LNVY3QN7194734,9/4/2021,ZN-EAEESS0053,Betatech,3,47.1
4M0LNVY3QN7194734,9/4/2021,ZN-EAEGAM0073,Toughzap,3,48.81
4MN32RC4IOG603247,3/1/2021,BM-EAEIS0075,Finhigh,3,17.63
4MN32RC4IOG603247,3/1/2021,BM-EAELASS0091,Zathunicon,1,20.66
4MN32RC4IOG603247,3/1/2021,ZN-EAES0103,Zathunicon,2,4.96
4MN32RC4IOG603247,3/1/2021,ZN-EAES0127,Finhigh,3,28.42
4QJE0AIYWQG719639,7/14/2021,FH-BAED0028,Blackzim,2,17.04
4QJE0AIYWQG719639,7/14/2021,FH-EAEESS0053,Blackzim,4,9.41
4QJE0AIYWQG719639,7/14/2021,PP-EAES0108,Zathunicon,2,13.99
4QJE0AIYWQG719639,7/14/2021,ZN-BAE0007,Blackzim,4,25.05
4QJE0AIYWQG719639,7/31/2021,FG-PACBS0191,Funholding,2,4.97
4QJE0AIYWQG719639,7/31/2021,FH-EAEM0149,Nam-zim,1,8.83
4QJE0AIYWQG719639,7/31/2021,PP-EAEGAM0071,Finhigh,2,27.91
4QJE0AIYWQG719639,8/17/2021,BM-BAE0019,Funholding,1,12.39
4QJE0AIYWQG719639,8/17/2021,BM-PACBS0173,Nam-zim,1,30.09
4QJE0AIYWQG719639,8/17/2021,ZN-EAELASS0085,Toughzap,2,28.82
4QJE0AIYWQG719639,8/17/2021,ZN-PACBS0163,Funholding,3,29.62
4QJE0AIYWQG719639,9/2/2021,FH-BAE0000,Nam-zim,4,7.26
4QJE0AIYWQG719639,9/2/2021,FH-EAELASS0090,Nam-zim,4,14.58
4QJE0AIYWQG719639,9/2/2021,FH-EAES0096,Plexzap,3,42.62
4QJE0AIYWQG719639,9/2/2021,TP-BAE0010,Zathunicon,2,2.33
4QJE0AIYWQG719639,9/2/2021,TP-BAEW0033,Finhigh,3,28.09
4QJE0AIYWQG719639,9/2/2021,TP-EAEM0133,Zathunicon,3,30.9
4QJE0AIYWQG719639,9/13/2021,TP-EAEESS0053,Finhigh,1,4.26
4U6EIHP6IVH261573,5/6/2021,FH-BAEW0038,Zathunicon,4,73.02
4U6EIHP6IVH261573,5/6/2021,FH-EAEGAM0064,Finhigh,3,7.89
4U6EIHP6IVH261573,5/6/2021,FH-EAEGAM0071,Blackzim,2,68.42
4U6EIHP6IVH261573,5/6/2021,FH-EAEM0143,Funholding,2,6.17
4U6EIHP6IVH261573,5/6/2021,PP-PACBS0167,Toughzap,3,27.82
4U6EIHP6IVH261573,5/6/2021,TP-BAE0002,Nam-zim,2,64.39
4U6EIHP6IVH261573,5/6/2021,TP-ICS0153,Plexzap,1,72.08
4U6EIHP6IVH261573,5/6/2021,ZN-EAEIS0078,Zathunicon,3,35.46
4U6EIHP6IVH261573,5/6/2021,ZN-ICS0155,Toughzap,4,59.09
4U6EIHP6IVH261573,8/7/2021,FG-PACBS0175,Finhigh,4,80.81
4U6EIHP6IVH261573,8/7/2021,TP-PACBS0168,Plexzap,3,71.07
4VCO5FCED7G676135,2/25/2021,FH-BAE0007,Zathunicon,4,26.58
4VCO5FCED7G676135,2/25/2021,ZN-BAEW0033,Nam-zim,2,37.59
4VCO5FCED7G676135,2/25/2021,ZN-EAEM0150,Blackzim,1,27.76
4VCO5FCED7G676135,4/4/2021,BM-BAEW0039,Nam-zim,2,66.17
4VCO5FCED7G676135,4/4/2021,BM-EAEM0146,Nam-zim,4,66.74
4VCO5FCED7G676135,4/4/2021,NM-EAES0097,Funholding,2,67.49
4VCO5FCED7G676135,4/4/2021,PP-EAELASS0088,Funholding,4,29.76
4VCO5FCED7G676135,4/4/2021,PP-PACBS0188,Plexzap,3,79.24
4VCO5FCED7G676135,4/4/2021,ZN-BAED0026,Blackzim,1,50.71
4VCO5FCED7G676135,4/4/2021,ZN-EAES0096,Plexzap,4,68.41
4VCO5FCED7G676135,4/30/2021,NM-PACBS0183,Betatech,4,56.68
4VCO5FCED7G676135,4/30/2021,PP-EAES0126,Blackzim,2,22.68
4VCO5FCED7G676135,4/30/2021,PP-ICS0161,Toughzap,1,27.6
4VCO5FCED7G676135,5/3/2021,FG-EAECS0052,Funholding,3,47.37
4VCO5FCED7G676135,5/3/2021,FG-EAEIS0082,Funholding,1,19.6
4VCO5FCED7G676135,7/27/2021,BH-BAE0008,Nam-zim,1,25.81
4VCO5FCED7G676135,7/27/2021,BH-BAE0019,Funholding,2,22.7
4VCO5FCED7G676135,7/27/2021,PP-PACBS0182,Nam-zim,4,14.64
4VCO5FCED7G676135,8/7/2021,BH-EAEGAM0064,Funholding,4,68.17
4VCO5FCED7G676135,8/7/2021,BH-EAES0099,Finhigh,4,10.74
4VCO5FCED7G676135,8/7/2021,FH-EAEM0142,Plexzap,3,32.05
4VCO5FCED7G676135,8/7/2021,FH-EAES0100,Betatech,4,72.78
4VCO5FCED7G676135,9/10/2021,FG-BAED0031,Toughzap,3,10.96
4VCO5FCED7G676135,9/10/2021,FG-EAEIS0081,Toughzap,1,31.13
4VCO5FCED7G676135,9/10/2021,FH-EAELASS0083,Betatech,1,42.48
4VCO5FCED7G676135,9/10/2021,NM-EAEM0132,Nam-zim,4,54.6
4VCO5FCED7G676135,9/10/2021,NM-EAES0099,Funholding,2,40.31
4VCO5FCED7G676135,9/10/2021,ZN-BAED0032,Nam-zim,1,53.67
4VCO5FCED7G676135,9/10/2021,ZN-EAEESS0055,Funholding,1,63.06
4VCO5FCED7G676135,9/10/2021,ZN-EAELASS0087,Zathunicon,3,45.37
4VCO5FCED7G676135,9/10/2021,ZN-PACBS0171,Betatech,3,39.79
4ZDD0PLHYQ2396481,5/21/2021,FH-BAE0018,Finhigh,3,46.93
4ZDD0PLHYQ2396481,5/21/2021,PP-PACBS0167,Plexzap,1,6.53
4ZDD0PLHYQ2396481,7/15/2021,BM-PACBS0195,Finhigh,1,7.75
4ZDD0PLHYQ2396481,7/15/2021,TP-EAEM0142,Zathunicon,1,6.83
4ZDD0PLHYQ2396481,8/6/2021,FG-EAESS0118,Nam-zim,1,3.89
4ZDD0PLHYQ2396481,8/6/2021,NM-BAE0001,Blackzim,4,23.19
4ZDD0PLHYQ2396481,8/6/2021,PP-EAES0105,Plexzap,1,14.73
4ZDD0PLHYQ2396481,8/6/2021,PP-PACBS0167,Zathunicon,3,29.29
4ZDD0PLHYQ2396481,8/6/2021,ZN-BAE0010,Plexzap,4,40.14
4ZDD0PLHYQ2396481,8/6/2021,ZN-EAEGAM0066,Funholding,3,28.32
4ZDD0PLHYQ2396481,8/6/2021,ZN-EAEM0137,Zathunicon,2,45.79
4ZDD0PLHYQ2396481,8/6/2021,ZN-PACBS0183,Toughzap,3,0.17
4ZDD0PLHYQ2396481,8/13/2021,TP-EAES0111,Toughzap,2,1.24
4ZDD0PLHYQ2396481,8/13/2021,TP-PACBS0189,Finhigh,2,42.08
4ZDD0PLHYQ2396481,8/31/2021,FH-ICS0155,Toughzap,1,21.42
4ZDD0PLHYQ2396481,8/31/2021,PP-EAEM0138,Blackzim,1,39.64
4ZDD0PLHYQ2396481,8/31/2021,PP-EAEM0144,Toughzap,3,22.28
4ZDD0PLHYQ2396481,8/31/2021,PP-EAES0093,Toughzap,4,21.11
4ZDD0PLHYQ2396481,8/31/2021,PP-PACBS0191,Finhigh,1,0.76
4ZDD0PLHYQ2396481,8/31/2021,ZN-EAEGAM0068,Finhigh,3,29.49
517DV0QLBFR999628,5/10/2021,BH-EAELASS0092,Plexzap,1,11.06
517DV0QLBFR999628,5/10/2021,BH-EAES0111,Blackzim,4,8.82
517DV0QLBFR999628,5/10/2021,NM-PACBS0165,Betatech,4,22.31
517DV0QLBFR999628,5/10/2021,PP-EAEGAM0068,Zathunicon,2,18.07
517DV0QLBFR999628,6/6/2021,FH-EAECS0049,Funholding,3,25.44
517DV0QLBFR999628,6/6/2021,FH-EAEESS0058,Blackzim,2,28.64
517DV0QLBFR999628,6/6/2021,FH-EAEM0150,Zathunicon,4,9.16
517DV0QLBFR999628,7/3/2021,BH-EAEGAM0068,Blackzim,1,22.39
517DV0QLBFR999628,7/3/2021,BH-EAEGAM0072,Nam-zim,4,14.77
517DV0QLBFR999628,7/3/2021,PP-BAE0002,Nam-zim,4,19.65
52RI0SIMIEO259872,5/24/2021,BH-BAE0007,Plexzap,3,29.15
52RI0SIMIEO259872,5/24/2021,NM-EAEIS0080,Zathunicon,3,9.09
52RI0SIMIEO259872,5/29/2021,BH-BAEW0040,Nam-zim,3,27.57
52RI0SIMIEO259872,5/29/2021,BH-EAECS0050,Zathunicon,2,9.8
52RI0SIMIEO259872,5/29/2021,BM-BAED0024,Funholding,4,16.59
52RI0SIMIEO259872,6/30/2021,BH-BAED0032,Blackzim,3,27.68
52RI0SIMIEO259872,6/30/2021,BH-EAEGAM0065,Funholding,1,3.23
52RI0SIMIEO259872,6/30/2021,FG-BAE0018,Nam-zim,2,20.32
52RI0SIMIEO259872,6/30/2021,FH-EAELASS0088,Zathunicon,1,21.55
52RI0SIMIEO259872,6/30/2021,TP-BAE0013,Funholding,4,29.28
52RI0SIMIEO259872,6/30/2021,TP-PACBS0179,Zathunicon,1,37.71
52RI0SIMIEO259872,7/13/2021,NM-BAED0024,Finhigh,4,11.92
52RI0SIMIEO259872,7/13/2021,NM-PACBS0176,Blackzim,4,11.96
52RI0SIMIEO259872,9/18/2021,BM-BAE0011,Finhigh,2,37.12
52RI0SIMIEO259872,9/18/2021,BM-ICS0158,Zathunicon,1,6.68
52RI0SIMIEO259872,9/18/2021,NM-EAEESS0056,Toughzap,3,11.36
52RI0SIMIEO259872,9/18/2021,NM-EAEGAM0073,Blackzim,1,27.37
52RI0SIMIEO259872,9/18/2021,TP-EAELASS0089,Toughzap,4,9.43
52RI0SIMIEO259872,9/18/2021,TP-PACBS0166,Betatech,4,3.76
572N6O1FPHF266007,4/13/2021,BH-BAE0018,Nam-zim,1,14.16
572N6O1FPHF266007,5/16/2021,BM-BAE0004,Finhigh,1,22.83
572N6O1FPHF266007,5/16/2021,BM-EAESS0117,Zathunicon,4,29.1
572N6O1FPHF266007,5/16/2021,ZN-EAEIS0081,Betatech,2,3.01
572N6O1FPHF266007,9/1/2021,FG-EAES0124,Nam-zim,1,4.02
572N6O1FPHF266007,9/1/2021,TP-EAECS0051,Funholding,2,20.35
572N6O1FPHF266007,9/1/2021,TP-EAES0127,Toughzap,1,27.82
5BYUV0G3UUI083209,5/22/2021,FH-EAES0123,Nam-zim,4,60.54
5BYUV0G3UUI083209,5/22/2021,TP-PACBS0189,Blackzim,4,106.98
5BYUV0G3UUI083209,5/22/2021,ZN-BAE0008,Betatech,4,49.7
5BYUV0G3UUI083209,5/22/2021,ZN-PACBS0182,Blackzim,2,42.08
5BYUV0G3UUI083209,6/30/2021,FG-BAED0029,Funholding,4,117.5
5BYUV0G3UUI083209,6/30/2021,FG-EAEWH0131,Toughzap,4,26.98
5BYUV0G3UUI083209,6/30/2021,FG-PACBS0164,Zathunicon,1,106.67
5BYUV0G3UUI083209,6/30/2021,FG-PACBS0174,Blackzim,1,53.8
5BYUV0G3UUI083209,6/30/2021,FH-EAEGAM0065,Betatech,1,68.49
5BYUV0G3UUI083209,8/4/2021,BH-EAEM0140,Zathunicon,4,65.21
5BYUV0G3UUI083209,8/4/2021,BH-EAEM0150,Plexzap,1,82.65
5BYUV0G3UUI083209,8/4/2021,FG-EAEGAM0074,Betatech,1,69.02
5BYUV0G3UUI083209,8/4/2021,FG-PACBS0172,Betatech,3,103.79
5BYUV0G3UUI083209,8/4/2021,ZN-EAEESS0054,Blackzim,3,58.5
5BYUV0G3UUI083209,8/4/2021,ZN-EAES0101,Nam-zim,4,105.58
5BYUV0G3UUI083209,8/4/2021,ZN-EAES0108,Toughzap,4,91.44
5CB4NEI0MK5675645,6/4/2021,FG-EAEM0132,Betatech,3,114.51
5CB4NEI0MK5675645,6/4/2021,FG-PACBS0197,Toughzap,3,66.95
5CB4NEI0MK5675645,6/4/2021,FH-EAECS0049,Funholding,2,95.14
5CB4NEI0MK5675645,6/4/2021,FH-EAES0121,Toughzap,4,113.49
5CB4NEI0MK5675645,6/4/2021,FH-ICS0161,Betatech,4,124.93
5CB4NEI0MK5675645,8/26/2021,BH-EAEGAM0067,Blackzim,1,100.51
5CB4NEI0MK5675645,8/26/2021,ZN-EAEGAM0066,Funholding,2,141.3
5NBXLBXN4X5470477,7/13/2021,FG-BAE0011,Zathunicon,2,19.15
5NBXLBXN4X5470477,7/13/2021,FG-EAELASS0088,Blackzim,3,28.12
5NBXLBXN4X5470477,7/13/2021,ZN-BAE0005,Nam-zim,3,10.19
5NBXLBXN4X5470477,7/13/2021,ZN-EAEGAM0063,Finhigh,3,28.87
5NBXLBXN4X5470477,8/19/2021,BH-BAED0027,Plexzap,3,16.34
5NBXLBXN4X5470477,8/19/2021,FG-10141,Blackzim,4,33.37
5NBXLBXN4X5470477,8/19/2021,FG-EAEIS0082,Nam-zim,3,30.82
5NBXLBXN4X5470477,8/19/2021,FH-BAE0010,Finhigh,4,28.77
5NBXLBXN4X5470477,8/19/2021,FH-BAEW0038,Betatech,3,17.81
5NBXLBXN4X5470477,8/19/2021,FH-EAEWH0128,Betatech,2,23.21
5NBXLBXN4X5470477,8/19/2021,ZN-EAEIS0078,Funholding,2,35.14
5PIT4XQ2IDT961455,10/2/2020,BH-BAE0016,Funholding,1,1.77
5PIT4XQ2IDT961455,10/2/2020,ZN-BAE0015,Zathunicon,1,33.63
5PIT4XQ2IDT961455,10/2/2020,ZN-EAEGAM0069,Finhigh,4,18.08
5PIT4XQ2IDT961455,12/8/2020,BM-BAE0005,Betatech,4,17.18
5PIT4XQ2IDT961455,12/8/2020,ZN-EAES0095,Finhigh,2,22.88
5PIT4XQ2IDT961455,12/30/2020,FH-EAECS0049,Blackzim,2,28.92
5PIT4XQ2IDT961455,12/30/2020,FH-PACBS0190,Finhigh,2,27.03
5PIT4XQ2IDT961455,4/26/2021,NM-BAE0004,Finhigh,1,2.09
5PIT4XQ2IDT961455,4/26/2021,NM-PACBS0179,Blackzim,2,11.22
5PIT4XQ2IDT961455,4/26/2021,ZN-EAEGAM0066,Funholding,1,5.96
5PIT4XQ2IDT961455,6/12/2021,FG-EAEAD0047,Zathunicon,3,14.37
5PIT4XQ2IDT961455,6/12/2021,ZN-EAEGAM0074,Toughzap,1,19.69
5PIT4XQ2IDT961455,7/26/2021,FH-PACBS0172,Zathunicon,3,0.51
5PIT4XQ2IDT961455,9/8/2021,BH-EAEM0132,Finhigh,2,19.01
5PIT4XQ2IDT961455,9/8/2021,BH-EAEM0146,Toughzap,1,22.62
5PIT4XQ2IDT961455,9/8/2021,BH-EAES0112,Toughzap,2,28.23
5PIT4XQ2IDT961455,9/8/2021,NM-EAEM0135,Betatech,4,12.71
5PIT4XQ2IDT961455,9/8/2021,NM-EAES0099,Betatech,2,11.98
5PIT4XQ2IDT961455,9/8/2021,PP-EAEM0142,Blackzim,4,0.16
5RCHA2RQSKN126776,12/13/2020,BM-BAEW0035,Toughzap,4,90.9
5RCHA2RQSKN126776,12/13/2020,FH-BAED0023,Zathunicon,2,39.08
5RCHA2RQSKN126776,12/13/2020,FH-BAEW0033,Finhigh,2,84.37
5RCHA2RQSKN126776,3/3/2021,BM-BAE0004,Toughzap,1,61.57
5RCHA2RQSKN126776,3/3/2021,BM-EAEM0139,Betatech,4,82.75
5RCHA2RQSKN126776,3/3/2021,NM-ICS0155,Finhigh,3,1
5RCHA2RQSKN126776,3/3/2021,PP-EAEM0138,Zathunicon,2,16.4
5RCHA2RQSKN126776,3/3/2021,PP-EAES0099,Finhigh,3,102.67
5RCHA2RQSKN126776,3/3/2021,PP-EAES0113,Blackzim,4,33.86
5RCHA2RQSKN126776,3/3/2021,PP-PACBS0175,Funholding,3,91.86
5RCHA2RQSKN126776,3/3/2021,ZN-EAES0099,Finhigh,1,13.45
5RCHA2RQSKN126776,3/3/2021,ZN-ICS0162,Betatech,3,52.44
5RCHA2RQSKN126776,3/28/2021,BM-EAEGAM0074,Finhigh,3,37.86
5RCHA2RQSKN126776,3/28/2021,BM-EAEIS0075,Plexzap,1,71.66
5RCHA2RQSKN126776,5/24/2021,BM-BAE0002,Blackzim,2,60.89
5RCHA2RQSKN126776,5/24/2021,BM-EAES0113,Finhigh,2,3.82
5RCHA2RQSKN126776,5/24/2021,BM-PACBS0176,Plexzap,3,100.73
5RCHA2RQSKN126776,5/24/2021,NM-PACBS0174,Nam-zim,2,52.08
5T4361QO304945721,12/7/2020,FG-EAESS0118,Betatech,3,8.53
5T4361QO304945721,12/7/2020,ZN-EAELASS0090,Plexzap,1,76.28
5T4361QO304945721,5/25/2021,NM-BAE0014,Plexzap,3,75.77
5T4361QO304945721,5/25/2021,NM-ICS0159,Funholding,4,42.93
5T4361QO304945721,7/16/2021,FH-PACBS0185,Plexzap,2,65.69
5UQZITKQTP7241158,1/11/2021,BH-BAE0019,Nam-zim,1,105.34
5UQZITKQTP7241158,1/11/2021,BH-EAEM0144,Toughzap,1,105.57
5UQZITKQTP7241158,1/11/2021,BM-BAE0010,Funholding,2,70.59
5UQZITKQTP7241158,1/11/2021,FG-EAEIS0076,Betatech,4,22.93
5UQZITKQTP7241158,1/11/2021,FG-EAELASS0086,Toughzap,2,64.72
5UQZITKQTP7241158,1/11/2021,NM-EAES0106,Funholding,1,52.6
5UQZITKQTP7241158,1/11/2021,PP-EAEGAM0070,Funholding,2,40.12
5UQZITKQTP7241158,1/11/2021,PP-PACBS0184,Plexzap,1,133.83
5UQZITKQTP7241158,1/25/2021,FH-BAEW0034,Nam-zim,4,59.17
5UQZITKQTP7241158,3/7/2021,BH-PACBS0175,Blackzim,4,91.25
5UQZITKQTP7241158,3/7/2021,NM-EAEESS0057,Funholding,4,31.72
5UQZITKQTP7241158,3/7/2021,NM-EAELASS0090,Nam-zim,2,3.91
5UQZITKQTP7241158,3/7/2021,PP-PACBS0175,Nam-zim,4,50.39
5UQZITKQTP7241158,3/7/2021,ZN-PACBS0177,Betatech,4,131.95
5UQZITKQTP7241158,3/22/2021,NM-BAE0016,Nam-zim,3,151.36
5UQZITKQTP7241158,5/29/2021,BH-PACBS0177,Zathunicon,1,89.37
5UQZITKQTP7241158,5/29/2021,BM-PACBS0163,Betatech,3,119.85
5UQZITKQTP7241158,5/29/2021,BM-PACBS0196,Nam-zim,3,15.95
5UQZITKQTP7241158,5/29/2021,FG-EAEAD0047,Toughzap,4,50.92
5UQZITKQTP7241158,5/29/2021,FG-EAEIS0082,Zathunicon,2,52.62
5UQZITKQTP7241158,5/29/2021,PP-PACBS0188,Blackzim,2,153.6
5UQZITKQTP7241158,6/2/2021,FG-EAECS0049,Finhigh,2,34.19
5UQZITKQTP7241158,6/2/2021,FG-EAESS0115,Plexzap,1,73.45
5UQZITKQTP7241158,6/13/2021,FG-EAES0126,Toughzap,3,2.06
5UQZITKQTP7241158,6/13/2021,FG-EAEWH0128,Funholding,2,18.68
5UQZITKQTP7241158,6/13/2021,FH-BAE0009,Funholding,2,41.24
5UQZITKQTP7241158,6/13/2021,FH-EAEM0134,Funholding,3,85.32
5UQZITKQTP7241158,6/13/2021,NM-BAE0014,Toughzap,1,40.35
5UQZITKQTP7241158,6/13/2021,TP-BAEW0034,Toughzap,2,147.64
5UQZITKQTP7241158,6/13/2021,ZN-PACBS0168,Toughzap,3,92.11
5UQZITKQTP7241158,8/11/2021,FG-EAEM0145,Nam-zim,3,152.8
5UQZITKQTP7241158,8/11/2021,TP-EAEGAM0068,Nam-zim,4,96.94
5UQZITKQTP7241158,8/11/2021,TP-EAEWH0128,Betatech,2,94.19
5W5DTMZTE7I312231,8/27/2020,BH-EAECS0052,Toughzap,1,51.7
5W5DTMZTE7I312231,8/27/2020,BM-EAEAD0046,Blackzim,3,6
5W5DTMZTE7I312231,8/27/2020,FG-BAED0032,Nam-zim,1,116.34
5W5DTMZTE7I312231,8/27/2020,FG-EAELASS0091,Betatech,2,119.17
5W5DTMZTE7I312231,8/27/2020,FH-EAEESS0054,Zathunicon,3,77.64
5W5DTMZTE7I312231,8/27/2020,FH-PACBS0172,Finhigh,1,188.5
5W5DTMZTE7I312231,8/27/2020,ZN-PACBS0181,Blackzim,2,43.45
60R1UZM2YJQ922532,7/6/2021,BM-BAE0019,Zathunicon,1,149.4
60R1UZM2YJQ922532,7/11/2021,ZN-EAESS0118,Toughzap,3,27.5
60R1UZM2YJQ922532,8/4/2021,FH-EAEIS0076,Nam-zim,1,107
60R1UZM2YJQ922532,8/4/2021,FH-EAESS0119,Finhigh,2,122.09
60R1UZM2YJQ922532,8/16/2021,NM-EAECS0050,Nam-zim,4,64.97
60R1UZM2YJQ922532,8/16/2021,NM-EAEIS0080,Finhigh,1,59.42
60R1UZM2YJQ922532,8/16/2021,NM-EAES0099,Finhigh,1,18.89
60R1UZM2YJQ922532,8/27/2021,FH-BAEW0038,Blackzim,4,124.58
60R1UZM2YJQ922532,8/27/2021,FH-EAESS0115,Plexzap,3,71.76
60R1UZM2YJQ922532,9/15/2021,TP-BAEW0037,Funholding,4,78.86
60R1UZM2YJQ922532,9/15/2021,TP-PACBS0170,Plexzap,2,103.06
61ZH3G2YGUO461519,4/12/2021,ZN-EAEAD0041,Toughzap,1,39.13
61ZH3G2YGUO461519,5/1/2021,PP-BAE0018,Betatech,3,50.1
61ZH3G2YGUO461519,5/1/2021,PP-EAESS0116,Funholding,3,55.78
61ZH3G2YGUO461519,5/12/2021,BH-BAED0031,Finhigh,2,26.52
61ZH3G2YGUO461519,5/12/2021,BH-EAES0093,Nam-zim,2,19.09
61ZH3G2YGUO461519,5/12/2021,BM-EAELASS0086,Funholding,1,6.23
61ZH3G2YGUO461519,5/12/2021,FG-EAEM0145,Blackzim,3,20.25
61ZH3G2YGUO461519,5/12/2021,FG-PACBS0177,Zathunicon,1,13.06
